index,text,year
26,"जहां तक भाड़े की बात है, इस रूट पर रेल का माल भाड़ा, ट्रक के मुकाबले 1,700 रुपये कम है।

किसान रेल में सरकार 50 प्रतिशत छूट भी दे रही है। इसका भी किसानों को लाभ मिल रहा है।

- पीएम श्री 
@narendramodi
 

#100thKisanRail  
@PiyushGoyal
 @PiyushGoyalOffc
 @RailMinIndia",2020
27,"The #CEO & 
@IR_CRB
 Shri 
@v_k_yadava
 has purchased / sold the #IndianRailways for how much ? 

#FakeNews 
#privatisation #corporatisation
@PiyushGoyalOffc
 @RailMinIndia
 @WesternRly
 @Gmwrly
 @DRM_BVP
 @adrm_bvp
 @bmshq 
@brmsunion
 @BmsPrkp
 @BmsBrms
 @LabourMinistry
 @CMS_BVP
 
#COVID19",2020
28,"Prime Minister Shri Narendra Modi will flag off the 100th Kisan Rail from Sangola in Maharashtra to Shalimar in West Bengal today at 4:30 PM via video conferencing. 

#KisanRail 
@RailMinIndia",2020
29,"जैसे मोदी जी के आने से राजनीत का सारा कचरा एक जगह इकठ्ठा हो गया है 
@PMOIndia
 @narendramodi
वैसे ही 
@RailMinIndia
 का सारा कचरा NER भेजा जाता है

धन्यवाद 
@PiyushGoyal
 IR की सफाई के लिए
@drmljn
 @gmner_gkp
 आप दोनों अपनी सही जगह पर आ गए हों जो है कूड़ाघर
@ratansharga
@shubh_dz392",2020
30,"रेलमंत्री 
@PiyushGoyal
 जी गरीब मध्यम वर्गीय लोगों के दूर की यात्रा का साधन केवल 
@RailMinIndia
 है
इसलिए पैसेंजर ट्रेनों का संचालन चलती से शुरु करने के आदेश दे
क्योकिं जब सब कुत बहाल हो चुका है फिर 
@RailwaySeva
 क्यों बंद है ?
#पीयूष_रेल_सेवा_बहाल_करों",2020
31,"काफी विद्यार्थियों 1 साल से ज्यादा समय परीक्षा में चयनित हुए होगया ,किंतु उन्हें joining नही दी गयी है,यह दर्शाता है कि पदाधिकारी अपने काम को लेकर कितने सजग है बाकी सभी division में विद्यार्थियो को joining जल्द दी जाए 
@PMOIndia
 @narendramodi
 @RailMinIndia
 
@GM_NRly",2020
32,"My goods booked today for PRR No 300-569081(LT/FD-FD-Faizabad JN)  should be loaded today in 04205 train as my reservation is with PNR 231412
2624 but not loaded in the train
@RailMinIndia
 @PiyushGoyal
 @narendramodi
 @RailwaySeva",2020
33,"NTPC Exam me railway ticket reservation kiya hai lekin confirm nahi hai agar exam tak confirm nahi hua to exam kese de private gadi kar ke exam dene ke paise nahi hai.
@RailMinIndia
 @RailwaySeva
 @PMOIndia
 @PiyushGoyalOffc
 @PiyushGoyal",2020
34,"Hello 
@PiyushGoyal
 @RailMinIndia
 have you ever tried using the IRCTC(website/app both) or the NTES app? Do you know what absolute crap they are in todays age? Keeps crashing, have to enter CAPTCHA multiple times, behaves differently on website and app, throws strange errors.",2020
35,"1 जनवरी से दोबारा शुरू हो रही है #VandeBhartaexpress नई दिल्ली से जम्मू कटरा जाने वाली वंदे भारत ट्रेन का संचालन नए साल में होगा शुरू
@RailMinIndia
 @PiyushGoyal",2020
36,"Dear 
@BhusavalDivn
 @RailMinIndia
 @PiyushGoyalOffc
 @OfficeofUT
 @CMOMaharashtra
 @drmned
@DrBhagwatKarad
 Sir. Please connect Aurangabad with your Central Railway Bhusawal Division. South Central Railway has been doing injustice to  Aurangabad  for many years in terms of development.",2020
37,"#UTS app still suspended though rail service Continues in WB. Plz withdw suspension frm UTS app. 
@_DigitalIndia
 @drmhowrah
 @RailMinIndia
 @drmkgp 
@RailwaySeva
 @IRCTCofficial
 @PMOIndia",2020
38,"कृपया बताने का कष्ट प्रदान करें की कबसे यात्री अपना tickets बुक कर सकते हैं पूर्वांचल एक्सप्रेस मै कोलकाता से सीवान के लिए।
गाड़ी संख्या-05047 पूर्वांचल एक्सप्रेस स्पेशल
@RailMinIndia
@NWRailways
 
@ECRlyHJP
 
@Central_Railway",2020
39,"हज़रत निज़ामुद्दीन रेलवे स्टेशन ( गोवा एक्स्प्रेस ट्रेन नंबर : 02780 ) लीगल तरहा से पेन्ट्री काल चल रहा है के नही तत्काल अवगत कराए 
स्वराज एक्स्प्रेस न्यूज़ चैनल ब्यूरो चीफ - 8115519999 
@RailMinIndia
 @RailwaySeva
 @RailwayNorthern
 @IRCTCofficial
 @irctcnorthzone",2020
40,"Why every time Students have to protest for joining and training ,after clearing 3 stage exam, DV and medical 
@piyushgoyal
 @Railminindia
 @Railwaynorthern
#NR_ALP_Suicide_ko_Majboor
#NR_Not_Follows_CEO_Railway",2020
41,"01447 जबलपुर हावड़ा शक्तिपुंज एक्सप्रेस में जबलपुर से सिंगरौली के लिए बुक किये गए पार्सल को सिंगरौली में उतारे बिना ही ट्रेन आगे बढ़ गयी है। कृपया उचित एक्शन लीजिये। 29/12/2020 
@RailMinIndia
 @PiyushGoyal
 @PiyushGoyalOffc",2020
42,"some miscreants are smoking cigarettes inside the coach of DURG-BBS special train
 Coach no. S1
Request to take immediate actions against them
@RailMinIndia
 @RailwayMinistry
 @EastCoastRail",2020
43,"emergency iam travelling from tpty-vkb (02793)my pnr (4207567069) D1 coach some people board some people boarded into train after train left without tickets  tpty please look after on it sir 
@drmgtl
 @RailMinIndia
 @SCRailwayIndia
 @RPF_INDIA
 @rpfscrgtl",2020
44,"1. Today i had visited for PRS ticket on bariarpur station code-BUP at 11:50am and till 2 PM no ticket was issued stating reason that ""No link""bcz of some  adapter is burst out. 
@RailMinIndia
 @drmmalda
 @PiyushGoyal",2020
45,"आखिर कब होंगी जॉइनिंग श्रीमान ?? 
@GM_NRly
 @RailwayNorthern
 @piyushgoyal
 @Railminindia
 
#NR_ALP_Suicide_ko_Majboor
#NR_Not_Follows_CEO_Railway#NR_Not_Follows_CEO_Railway",2020
46,"Train name:Shree Ganganagar kochuveli Express.
Train Number 06311
No Water in the train coach D1(LastBoogie)
@PiyushGoyal
 @PiyushGoyalOffc
 
@IRCTCofficial
 @RailwaySeva
 @surajupadhyay90
 @SCRailwayIndia
 @RailMinIndia
 @KonkanRailway",2020
47,"Train No:02209,coach:B4,BBS-NDLS Duronto Special, 
Issues:Births are filled with dusts,uncleaned Toilets,No hand wash inside toilet and other spaces are not sanitised properly. 
@RailMinIndia
 @EastCoastRail
 @PiyushGoyal",2020
48,"NPS को रद्द करो रद्द करो
#wewantoldpensionschime 
@PMOIndia
 
@RailMinIndia
 
@PiyushGoyal
 
@FinMinIndia
 
@ShivaGopalMish1",2020
49,"Dear Sir, please tell us, is there any possibility to extend the train services from Bhubaneswar to Samastipur Jn(08419) in the month of February 2021? 
@eastcoastrail
 @PiyushGoyal
 @DRMKhurdaroad
 @RailMinIndia
 @EasternRailway
 @spjdivn
 @ECRlyHJP",2020
50,"What to say...

Metro trains running, Local Public transport buses running.....But for MMTS Corona??.........
@narendramodi
 
@PiyushGoyal
@RailMinIndia
 
@gmscrailway
 
@drmsecunderabad",2020
51,"Train no. 01841
रेलगाड़ी में कोच S5 में सभी सीटों पर धूल हो रही है, स्वच्छ भारत मिशन में आज भी ट्रेन में गंदगी अत्यंत दुःखदायी है, हम सभी को मिलकर मोदी जी के स्वच्छ भारत मिशन को साकार करना है।
@RailMinIndia
 @IRCTCofficial
 @G_S_Kushwaha",2020
52,"Dear 
@GMSRailway
 you have canceled Tejas trains citing poor patronage. Patronage is low before any festival and peaks during festival.
Many of my staff booked in Tejas and now want extra leave due to Tejas cancelation, all other trains are full.
@PiyushGoyalOffc
 @RailMinIndia",2020
53,"Prime Minister 
@narendramodi
  is going to inaugurate the 351 km long ‘New Bhaupur- New Khurja section’ of Eastern Dedicated Freight Corridor (EDFC) tomorrow. 
@RailMinIndia",2020
54,"देश का पहला मालगाड़ियों के लिए डेडिकेटेड फ्रेट कॉरिडोर शुरू। प्रधानमंत्री श्री 
@narendramodi
  जी ने किया शुभारंभ। पहली मालगाड़ी को दिखई हरी झंडी। 351 km लम्बे पहले खण्ड का शुभारंभ। 75 किलोमीटर प्रति घण्टे की स्पीड से चलेगी मालगाड़ी। 
@PiyushGoyal
 @RailMinIndia",2020
55,"Why you are not focusing on resumption of Memu trains  between Lucknow and Kanpur? 
No notification and no mention for these trains. 
@GM_NRly
 @drmlko25 
@gmner_gkp
 @drmljn
 @RailMinIndia
 @RailwayNorthern
 @PMOIndia
 @narendramodi
 @myogiadityanath
 @myogioffice",2020
56,"Humble to our guardian minister 
@AUThackeray
 & 
@OfficeofUT
 to kindly consider resuming Mumbai local trains in coordination with 
@PiyushGoyalOffc
 @RailMinIndia
 @HMOIndia
 At present heaviest traffic can be seen on road transport in Mumbai leading to pollution and loss of time.",2020
57,". 
@CMAIndia_
 welcomes the New Bhaupur New Khurja section of the Eastern Dedicated Freight Corridor. A high speed DFC network running heavier trains with increased throughput combined with a suitable environment policy will help enhance loading on Rail 
@dfccil_india
 @RailMinIndia",2020
58,"My ntpc exam is to be held on 4 jan 2021 in bhopal.
No train available to reach their from patharia. Please start rajyarani train 22162 . 
@drmjabalpur
 @wc_railway
 @RailMinIndia
 @PiyushGoyal",2020
59,"Four bogies of a goods train derailed near Jarti station in Koraput district in Odisha early morning today. The train was going to Visakhapatnam from Jagdalpur when the mishap happened. Restoration work is underway: East Coast Railway PRO Nirakar Das 
@RailMinIndia",2020
60,"मा. रेल मंत्री 
@PiyushGoyal
 ,
@PiyushGoyalOffc
 महोदय क्या यह देश सवर्णों एवं ओबीसी का नहीं है क्या ?? 
#ntpc परीक्षा में इन दोनों वर्गों के बच्चो को पास क्यों नहीं दिया गया जबकि परीक्षा फॉर्म की फीस तो आप इनसे ही लेते हैं।
या इन लोगो को #coronavirus का खतरा नहीं है।
@RailMinIndia",2020
61,"கடந்த இரு தினங்களாக வேளச்சேரி முதல் சென்னை கடற்கரை வரை இயக்கப்படும் மின்சார ரயில்கள் சரிவர இயக்கப்படாததால் பொதுமக்கள் அவதி

 ரயில்களின் எண்ணிக்கை அதிகரிக்கப்படும் என அறி விக்கப்பட்டும்  ரயில்கள் இல்லாததால் பொதுமக்கள் ஏமாற்றம்
@DrmChennai
 @GMSRailway
 @RailMinIndia",2020
62,"Appreciation Tweet for 
@RailwaySeva
 @RailMinIndia
 @PiyushGoyalOffc
(1/n)Thanks to IR For their massive service in public interest and saftey in times of Covid 19. From serving to beloved migrant workers to running special trains as per demand. IR has just not taken care of..",2020
63,"In the last six years, 
@narendramodi
 Govt has relentlessly worked towards the welfare of farmers. Kisan rail has further empowered our farmers.  Kisan Rail has heralded a new dawn for the agriculture sector in India. #100thKisanRail
@RailMinIndia
 
@BJP4India
 
@ujjwalpareek",2020
64,"PM 
@narendramodi
 chairs 34th #PRAGATI interaction
 
Projects of the 
@RailMinIndia
, 
@MORTHIndia
 & 
@MoHUA_India
with a total cost of about Rs 1 lakh crore, pertained to 10 states and UTs
reviewed",2020
65,"महाराजगंज के माननीय सांसद महोदय !!!
1 जनवरी से एकमा में पाटलिपुत्रा सुपर फास्ट का ठहराव खत्म हो जाएगा.
कृपया इस ओर भी ध्यान दे.
@SIGRIWALBJP
 
@RailMinIndia",2020
66,"Very cunningly 
@RailMinIndia
 has renamed the routine trains as special trains and removed all the concessions like for senior citizens etc. . Wah  
@PiyushGoyal
 ji wah.",2020
67,"#Delhi: पीएम मोदी ने 100वीं किसान रेल को दिखाई हरी झंडी, महाराष्ट्र के संगोला से प.बंगाल के शालीमार जाएगी ट्रेन
देश में करोड़ों किसानों को बधाई,अगस्त में पहली किसान रेल चलाई गई,रेल अब देश के कृषि बाजार को भी जोड़ रही है- 
@PMOIndia
 @BJP4India
 @RailMinIndia",2020
68,"UNESCO-listed Nilgiri Mountain Railway  services  to resume from 31st December 2020:
@RailMinIndia",2020
69,".
@PMOIndia
 chairs 34th PRAGATI interaction.. Projects of 
@RailMinIndia
,
@MORTHIndia
 @MoHUA_India
  projects worth Rs 1 lakh cr, pertained to 10 states & UTs - UP, MP, Rajasthan, J&K, West Bengal, Maharashtra, Delhi, Haryana, Gujarat and Dadra and Nagar Haveli were reviewed",2020
70,"Most important notice required urgently in trains is ""You are in train not Infront of your TV. Please use head/earphones"" (With Big bold letters in AC coachs). Mobile nuisance. 
@RailMinIndia
 @RailwaySeva
 @PiyushGoyal",2020
71,"Look at the condition of coach D11 in train no 01842 at Kurukshetra junction, which is going to start in 45 minutes 
@indianrailway__
 @RailMinIndia
 @RailwaySeva
 @IRCTCofficial",2020
72,"रेलमंत्री 
@PiyushGoyal
 जी गरीब मध्यम वर्गीय लोगों के दूर की यात्रा का साधन केवल 
@RailMinIndia
 है
इसलिए पैसेंजर ट्रेनों का संचालन जलदी से शुरु करने के आदेश दे,
क्योकिं जब सब कुछ बहाल हो चुका है फिर 
@RailwaySeva
 क्यों बंद है ?
#पीयूष_रेल_सेवा_बहाल_करों",2020
73,"As many as 40 Shramik special trains have been delayed,1 took 9 days to reach & 80 deaths reported so far. I suggest HPM to let Mr Goyal be Minister without portfolio as we hv nvr heard of such mess in Indian Railways ever before. Let him concentrate on fundraising for BJP only",2020
74,"Why are the Indian Railways charging the already distressed stranded workers for their travel? 
@PMOIndia",2020
75,"To provide relief to migrant labour, Indian Railways is ready to run ""Shramik Special"" trains from any District in the Country. District Collectors should prepare lists of stranded labour & destination and apply to Railways through the State nodal officer.",2020
76,#IndianRailway मज़दूर की मज़दूरी कब तक देगा! Indian Railways,2020
77,"In the Indian Railways apprentice, a girl trained like a boy, despite it after training she does not get a job. Is this your women empowerment!!
#RailApprenticeMannKiBaat",2020
78,"The Modi Mafia has destroyed Indian Economy & Indian Railways. But who out of the two is the worst minister:

A) 
@nsitharaman
 
B) 
@PiyushGoyal
 

#भटकी_रेल_EconomyFail",2020
79,"सारा ब्राम्हॉंन्ड झुकता हैं जिसके शरण में,
मेरा प्रणाम हैं उन महाकाल के चरण में
#mondaythoughts #MondayMotivation #MondayMorning #MondayVibes #MondayMood #railway #IndianRailways",2020
80,Indian Railways through its 21 Railway Recruitment Boards (RRBs) is organising mega recruitment drive in three phases starting from December 16 for filling up about 1.4 lakh vacancies: Government of India,2020
81,"ಬುಲೆಟ್ ಟ್ರೈನ್ ತರ್ತೀನಿ ಅಂತ ಹೇಳಿಕೊಂಡು ಇರೋ ಭಾರತೀಯ ರೈಲನ್ನು ಖಾಸಗಿಯವರಿಗೆ ಮಾರಿಬಿಟ್ರು.
#IndianRailways 
#Privatisation",2020
82,"#IndianRailways #PiyushGoyal #PrimeMinisterofIndia 
train no :02816  it is  stoped 3 hour without any information.  jeonathpur station  .. many passengers panic  due to Stop at one place last 3 hour without any information .  02816 was let train any region",2020
83,#DRDO #ISRO #BRO #INDIANRAILWAYS,2020
84,"Examination for recruitment to various posts of Indian Railways has started. Due to these recruitments, youth will not only get employment but along with this, the railways will also get the support of youth power. However, adherence to COVID protocols is a must. #RojgarKiRail",2020
85,"रेलवे की लापरवाही कुछ इस कदर बढ़ गई है कि ट्रेन की टिकट confirm होने के बाद फिर से उसको RAC कर दिया जाता है, ये कैसी व्यवस्था है??
PNR no:-6806853099
Dbg to New delhi Humsfar Train
#PiyushGoyal #IndianRailways",2020
86,"1/2 
@TheKenWeb
  Your article ""The Telco in the sky"" proudly talks about a foreign firm working with BSNL and saving fisherman lives. What kind of investigative journalism is this? Are you aware that a similar and better India made tech is used in Indian Railways and by ISRO?",2020
87,"I booked ticket from nagda to guna now route is blocked and train is diverted so what could i do now  my journey date is 26 dec 4 am #IndianRailways 
@PiyushGoyal
 @narendramodi
  @AmitShah
 @Indianrailway18
 @RailMinIndia",2020
88,"With the announcement of the railway recruitment exam, the youth have a brilliant opportunity. Selected candidates will serve the country and also help in giving new direction to Indian Railways.
 #RojgarKiRail",2020
89,Bunch of cockroaches all around the 3rd AC coach Train no. 02691 SBC NDSL AC EXP #PiyushGoyal #IndianRailways,2020
90,"With the mega recruitment drive started in Railways, the network will get the support of youth. On completion of this recruitment process, 1.4 lakh youth appointed will make Indian Railways stronger and more convenient. #RojgarKiRail",2020
91,Share #train #journey #experience #during #COVID19  #IndianRailways #IRCTC,2020
92,"पुण्य कहीं भी हो, होना चाहिऐ
चाहे आप करें या गैर..
     #IndianRailways",2020
93,"I’m travelling in train no 05960 coach a1 berth no 13-14 but ac not working properly and feeling suffocating but Attendent,tt and rpf not available in the coach #IndianRailways #RPF #piyushgoyal",2020
94,Thing of Rs 100 is sold for Rs 150 in Shatabdi Exp. #IndianRailways,2020
95,"The solution of stink in #IndianRailways toilets is N95 masks. #practicallytested 
#railwayOP",2020
96,#IndianRailways #PiyushGoyal Sorry to say but toilets on train no. 06528 are choked and not cleaned. #coachmitra service not working. Pls take cognisance. We poor passengers are suffering due to this. Full fare of Ac class is paid but even basic req not meeted.,2020
97,"Today marks the new identity of 21st century to the glorious past of Indian Railways. New Bhaupur - When the first freight train ran on New Khurja Rail section, the echo of self-reliant and New India was heard clearly: PM 
@narendramodi
 #VikasKaRailCorridor",2020
98,#Twitter has always been my most effective and go to consumer support forum.  #dell #indianrailways #crossbeats,2020
99,"From 23rd December, Indian Railways permits general public to travel by suburban train services in *Chennai* during non-peak hours. *Now its for #Mumbai*  #CoronaFreeIndia 
#Mumbailocal #Localtrain #Suburbanrailway #IndianRailways",2020
100,"#IndianRailways #piyushgoyal #railmadad Sir, AC is not working properly in coach, too chilly . Train nukber 02401, coach B4",2020
101,"#indianrailways
#piyushgoyal pnr no-6344978035

Train me general passengers bahut hai.... please ticket check karwaye",2020
102,"Indian Railways, which is among the best rail networks of the world, is
recruiting 1.4 lakh people. This is a golden opportunity for the youth, this
will not only give wings to the youth, but will also give new strength to
the Indian Railways. #RojgarKiRail",2020
103,Train ko pehle ki tarah hi kamm krne do sari duniya Roads pe hai or sab kam par vapis aa gye hai to #IndianRailways #ministryofRailway  #Piyusgoyal  kyu nhi Railway ka privatization mat kro kuch to Govt. K pass rhne do,2020
104,#piyushgoyal #IndianRailways sir my PNR no 231381906 which was not confirmed.When my father visited the ticket window on 26th December for cancellations and refund at Gyanpur station where I was asked to come on next day i.e today for cancellations and refund.,2020
105,"2020 was a bad year, Covid is not a only reason but Bad leadership.
Modi is symbol of bad leadership & bad politics.
#wednesdaythought
#FarmBills2020
#migrants
#DeMonetisation
#CAA_NRC_NPR
#Unemployment
#PSU
#IndianRailways",2020
106,"#PiyushGoyal #IndianRailways #PMModi #PMO #AajNews #ABPNetwork #zeenews #NDTV 
14207 padmawat express ac third coach very worst condition today i am travelling,this coach louding like a auto,what is the issu with padmawat.
Sirf paisa badha do aur quality third class.",2020
107,"#southwesternrailways #IndianRailways 
#PiyushGoyal
Traveling 30 hours by train, it's just 2 hours into the journey, the bathrooms are already stinking. No attendants apparently on board #travelingdurincovid such a pain, so unhygienic. We're two women & kid",2020
108,"First he used Indian railways resources to circulate some ""sikho ke saath mera purana rishta hai"" email. Then he met some fake punjabi farmers in Gujarat. Now going to Gurudwara. Religious appeasement instead of facts issues. How long will this work? Farmers are not that dumb.",2020
109,"there should be more toy trains to neral to Matheran there are no trains after 4pm this is the tourist destination near Mumbai 
#Modi 
#PMOIndia 
#puyushgoyal 
#IndianRailways 
#UddhavThackeray 
#adityatahakre",2020
110,"Indian Railways project to connect Kashmir with the rest of India to be completed by Dec 2022

Work on 111 km section of Udhampur-Srinagar-Baramulla railway line (272 km) in full swing. Out of this 111 km section, 97 km long line will be laid in a tunnel.",2020
111,"Is #IndianRailways giving #bedsheet in 2A berths???? 
@RailMinIndia
 @RailwaySeva",2020
112,"શિયાળામાં ટ્રેન મોડી ઉપડશે તો પેસેન્જરને SMSથી જાણ કરાશે
@IRCTCofficial
 @RailMinIndia
 @WesternRly
 @Central_Railway
 @KonkanRailway
#Railway #IndianRailways #irctc",2020
113,"रेलवे से जुड़ी मैन्यूफैक्चरिंग में भारत ने आत्मनिर्भरता की बहुत बड़ी छलांग लगाई है। भारत आधुनिक ट्रेनों का निर्माण अब अपने लिए भी कर रहा है और निर्यात भी कर रहा है: प्रधानमंत्री 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
114,Indian Railways is conducting a mega RRB recruitment drive from December 15 to fill 1.4 lakh vacancies. The recruitment drive will be done in 3 phases.,2020
