index,text,year
115,"यूपी के 45 माल गोदामों को आधुनिक सुविधा से युक्त किया गया है। इसके अलावा राज्य में 8 नए गुड्स शेड भी बनाए गए हैं। वाराणसी और गाजीपुर में दो बड़े पेरिशेबल कार्गो सेंटर पहले ही किसानों को सेवा दे रहे हैं : प्रधानमंत्री 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
116,"from last 24 hours my phone is switched off, I tried many times to call on my number. I belong to a very poor background, I just want my phone back in my hand. Now Who Can We Trust If a railway employee himself is a thief Heartbreakin
 
@PiyushGoyal
 
#IndianRailways 
#phonestolen",2020
117,"December 22, in #IndianHistory
1851 – India’s first freight train is operated in Roorkee, India #IndianRailways 
@IRCTCofficial
 @RailwaySeva
 @RailMinIndia",2020
118,"Train/02951: no food made available  #IndianRailways via 
@ConfirmTKT
This is not a  train डिब्बा every where in site cocoroch travel, AC not working wash room very bad condition  TT not coming B1 coach's 24/12/2020, howker supply the food very very bad accident patient  demand",2020
119,"हमने 2014 के बाद  रेलवे को हजारो मानवरहित फाटकों से मुक्त किया। रेलवे ट्रैक को तेज गति से चलने वाली ट्रेनों के लिए तैयार किया। रेलवे नेटवर्क के चौड़ीकरण व विद्युतीकरण पर फोकस किया: पीएम 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
120,"फ्रेट कॉरिडोर आत्मनिर्भर भारत के बहुत बड़े माध्यम बनेंगे। उद्योग हो, व्यापार या कारोबार हो, किसान हो या उपभोक्ता, हर किसी को इनका लाभ मिलने वाला है: प्रधानमंत्री 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
121,"प्रयागराज में ईडीएफसी के परिचालन नियंत्रण केन्द्र (ओसीसी) भी नए भारत के नए सामर्थ्य का प्रतीक है। यह दुनिया के आधुनिक सेंटर में से एक हैं। इसमें इस्तेमाल तकनीक को भारतीयों ने ही तैयार किया है : प्रधानमंत्री 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
122,"Railfans Assam is going to be #1K family soon.... Please support for more information of trains connecting different places & Also review of Railway projects of Indian Railways.. #1ksubscribers #1Kyoutubefamily #YouTube #youtuberailfanassam #IndianRailways
@AssamRailfans
 @RailNf",2020
123,"Indian Railways awards 'Regular Supplier' status to JSPL for 60kg 880 grade (90UTS) Rails
@JSPLCorporate",2020
124,"#IndianRailways #IRCTC  Just took a train to Deshnoke (Rajasthan)(Train No. 02387) the boggy was outside the station. How can an older person get down from train where the boggy is outside the station? 
@PiyushGoyal
 can you please answer this ?",2020
125,"What is logic behind for not having any charging point on side seats in 2nd class AC coaches ???

#IndianRailways #ACCoaches 
@PiyushGoyal
 @RailMinIndia
 @IRCTCofficial
 @RailwaySeva",2020
126,"Please put the coach position on indicator for express trains atleast 30 min prior ,this will be helpfull for passengers to find their coach accurately and timely KALYAN RAILWAY STATION

#IndianRailways 
#piyushgoyal 
#kalyandombivli 
@AmhiDombivlikar
 
@kalyan_dombivli",2020
127,"Around 2.44 crore candidates are appearing in the recruitment drive,
organized to fill about 1.4 lakh vacancies of Indian Railways.
With these recruitments, Railways will move forward on the path of
development and contribute to the new India. #RojgarKiRail",2020
128,"Kya aap BATA sakte he 
Railway me Jo handicap connsesion and senior citizens
Connsesion hota he window tikits par certificate se milta he  wo fir shuru ho chuka he kya.#IndianRailways 
@WesternRly
 @Central_Railway
 @IRCTCofficial
 @RailMinIndia
 @RailwaySeva",2020
129,"Welcome to #IndianRailways 
@LTT
 Railway Station. 
I will post my experience during journey.
Train no - 02879 Festival SF SPL
Class - 2A
Date - 19.12.2020
@RailMinIndia
 and Mr 
@PiyushGoyal
 kindly stay tuned you might not know few ground reality.
@WesternRly
 @Central_Railway",2020
130,"For convenience of passengers & to meet travel demand, Western Railway has decided to run additional trips of 12 special trains between various destinations over Indian Railways while 1 train i.e. Jodhpur–Chennai-Egmore will be passing over some WR stations: Western Railways CPRO",2020
131,"आज जब भारत दुनिया की बड़ी आर्थिक ताकत बनने की ओर अग्रसर है। तब बेहतरीन कनेक्टिविटी देश की प्राथमिकता है। बीते 6 सालों से देश में आधुनिक कनेक्टिविटी के पहर पहलू पर फोकस के साथ काम किया जा रहा है: प्रधानमंत्री 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
132,Jindal Steel & Power gets 'regular supplier' status from Indian Railways to supply 60kg 880 grade (90UTS) Rails ...,2020
133,भारतीय रेलवे (Indian Railways) ने दिल्ली के हजरत निजामुद्दीन रेलवे स्टेशन (Hazrat Nizamuddin Railway Station) का नाम बदलकर ‘महाराणा प्रताप एक्सप्रेशन’ (Maharana Pratap Expression) कर दिया है ,2020
134,#IndianRailways through its 21 Railway Recruitment Boards (RRBs) is organising mega recruitment drive in three phases starting from December 16 for filling up about 1.4 lakh vacancies: Government of India (ANI),2020
135,"IRCTC: Tomorrow new IRCTC website will launch. (Possitive ) 
#IndianRailways #railways #irctc #Newsmax #Update #StockMarket #stocks",2020
136,"आज वंदे भारत जैसी सेमी हाईस्पीड ट्रेन चल रही है और भारतीय रेल पहले से अधिक सुरक्षित हो गई है। बीते सालों में रेलवे में हर स्तर के रिफॉर्म किए गए हैं- चाहे स्वच्छता हो, बेहतर खान-पान या दूसरी सुविधा हो, फर्क साफ नजर आता है: पीएम 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
137,"PM 
@narendramodi
: Today marks the new identity of 21st century to the glorious past of Indian Railways. New Bhaupur - When the first freight train ran on New Khurja Rail section, the echo of self-reliant and New India was heard clearly
 #VikasKaRailCorridor",2020
138,"What the hell #IndianRailways is doing?
They have increased the tickets of regular trains by almost 25% in the name of Special trains.
This will be remembered.
@PiyushGoyal
 @narendramodi
 @AmitShah
 @RailMinIndia
 @sardesairajdeep
 @ShekharGupta
  @RubikaLiyaquat",2020
139,"कानपुर-झांसी रेल रूट के भीमसेन स्टेशन पर मालगाड़ी पटरी से उतरी। यात्री ट्रेनों के ट्रैफिक पर असर। ट्रैफिक नॉर्मल करने का काम जारी। #Kanpur #IndianRailways #Jhansi 
@RailMinIndia
 @CPRONCR
 @NBTLucknow",2020
140,"Why has Modi almost shut down trains ?
Don't you want to kill Indian Railways so as to sell it for peanuts to Adani?",2020
141,"Solo winter trip is the best.
#IndianRailways",2020
142,Travelling in a train after almost 7 years made me realise why I’ve been avoiding it all this time #IndianRailways,2020
143,"Year of ‘Grit and Victories’ for Indian Railways: Indian Railways has passed an unprecedented  year with amazing grit and achieved tremendous results in terms of  development of infrastructure , innovation, capacity expansion  freight diversification  and operational efficiency",2020
144,"Incredible performance in freight loading: Y’day, Solapur Division of CR also has loaded more than last year till now. With this, 36 divisions of Indian Railways have loaded more than LY. Freight loading deficit has reduced to about 2.5%. IR is confident of surpassing LY loading",2020
145,"#JSPL 

Indian Railways awards 'regular supplier' status for 60 kg 880 grade rails

With this Indian Railways, its subsidiaries and track laying contractors can source Rail manufactured from company 

#Alert Becomes India's first Private Company to get 'regular supplier' status",2020
146,"#IndianRailways का बड़ा फ़ैसला, 31 जनवरी से पहले की तरह चालू हो जाएँगी सभी ट्रेनें। #Covid_19 #coronavirusindia",2020
147,#IndianRailways installed #fogsafetydevices in #train amid changing weather.The# device will #help in#tackling #foggyweather conditions during #winterseason. Visual test object placed at all railway stations to cope with dense fog layer. ###,2020
148,"While travelling in a train u ll always get to see a set of people who want things kept in their luggage above as soon as the train starts...there is another set who never like the seat allotted to them and keep sitting in others seats...
#traintravel #nostalgia #IndianRailways",2020
149,"Passengers kindly note,
Train no:02577 #Darbhanga-Mysuru Superfast Special Train extended upto 26-01-2021
Train no:02578 #Mysuru-Darbhanga Superfast Special Train extended upto
29-01-2021
Follow covid norms of State/Central Government while travelling
#IndianRailways 
@SWRRLY",2020
150,"Session on ""Carrying Coal"" underway; Mr Nitin Bansal, CFTM, of Eastern Railway, presenting the Railways point of view #mjICMC #IndianRailways #IndianCoal",2020
151,"Latest: Good news for Youth of the nation:
Indian Railways through its 21 Railway Recruitment Boards (RRBs) is organising mega recruitment drive in three phases starting from December 16 for filling up about 1.4 lakh vacancies: Government of India",2020
152,"Exclusive: How rumours about Indian Railways leasing out trains to Adani group proved to be fake. Watch 
@RajatSharmaLive
 in #AajKiBaat Tonight at 9 
@indiatvnews",2020
153,"खुर्जा से कानपुर (भाऊपुर) के बीच के 351 किमी लंबे डेडिकेटिड फ्रेट कॉरिडोर (EDFC) का उद्घाटन पीएम नरेंद्र मोदी 29 दिसंबर को करेंगे। #Kanpur #IndianRailways 
@NBTLucknow",2020
154,"रेलवे से जुड़ी मैन्यूफैक्चरिंग में भारत ने आत्मनिर्भरता की बहुत बड़ी छलांग लगाई है। भारत आधुनिक ट्रेनों का निर्माण अब अपने लिए भी कर रहा है और निर्यात भी कर रहा है: प्रधानमंत्री श्री 
@narendramodi
 जी #VikasKaRailCorridor #IndianRailways",2020
155,"हमने 2014 के बाद  रेलवे को हजारो मानवरहित फाटकों से मुक्त किया। रेलवे ट्रैक को तेज गति से चलने वाली ट्रेनों के लिए तैयार किया। रेलवे नेटवर्क के चौड़ीकरण व विद्युतीकरण पर फोकस किया: प्रधानमंत्री श्री 
@narendramodi
 जी #VikasKaRailCorridor #IndianRailways",2020
156,"यूपी के 45 माल गोदामों को आधुनिक सुविधा से युक्त किया गया है। इसके अलावा राज्य में 8 नए गुड्स शेड भी बनाए गए हैं। वाराणसी और गाजीपुर में दो बड़े पेरिशेबल कार्गो सेंटर पहले ही किसानों को सेवा दे रहे हैं : प्रधानमंत्री श्री 
@narendramodi
 जी #VikasKaRailCorridor #IndianRailways",2020
157,"आज वंदे भारत जैसी सेमी हाईस्पीड ट्रेन चल रही है और भारतीय रेल पहले से अधिक सुरक्षित हो गई है। बीते सालों में रेलवे में हर स्तर के रिफॉर्म किए गए हैं- चाहे स्वच्छता हो, बेहतर खान-पान या दूसरी सुविधा हो फर्क साफ नजर आता है पीएम 
@narendramodi
 जी #VikasKaRailCorridor #IndianRailways",2020
158,"Indian Railways took full care of general public,also the farmers, traders and entrepreneurs during the Covid period. With this, the youth is now receiving a mega opportunity to be employed in 1.4 lakh vacancies. #RojgarKiRail 
@PiyushGoyal",2020
159,"Indian Railways through its 21 Railway Recruitment Boards (RRBs) is organizing mega recruitment drive in three phases starting from tomorrow for filling up about 1.4 lakh vacancies.

இந்திய ரயில்வேயில் 1.4 லட்சம் காலியிடங்களை நிரப்புவதற்கான பணிகள் நாளை தொடங்குகிறது.
@GMSRailway",2020
160,"Respected Sir 
@PiyushGoyal
 , now we are travelling by train no 08493 from BBS to RAIR. But our seat no coincide to someone else with different PNR number. Plz look after it.
1st PNR-6545028879
2nd PNR- 6345064650
@RailwaySeva
 @RailMinIndia
 @PiyushGoyalOffc
#IndianRailways",2020
161,"Indian Railways installs devices in trains to assist drivers in foggy conditions.
#IndianRailways",2020
162,"Latest:Railways making efforts to commission entire bullet train project at once: Railway board
Indian Railways is making efforts that the entire bullet train project is commissioned end-to-end, at once, said the Railway Board Chairman on Saturday.",2020
163,"जो समय की चाल हैं, अपने भक्तों की ढाल हैं,
पल में बदल दे सृष्टि को, वो महाकाल हैं
#fridaymorning #FridayMotivation #FridayVibes #FridayThoughts #तुलसी_पूजन_दिवस #LordKrishna #railapprenticeasking4justice #railway #IndianRailways",2020
164,"जिनके मन में हैं श्री राम, जिनके तन में हैं श्री राम,
जग में सबसे हैं वो बलवान, ऐसे प्यारे न्यारे मेरे हनुमान
#tuesdaymotivations #tuesdayvibe #TuesdayFeels #TuesdayFeeling #tuesday #श्रीराम #श्रीमहाकालेश्वर #RailApprenticeMannKiBaat #railway #railways #IndianRailways",2020
165,"ना पैसा लगता हैं, ना ख़र्चा लगता हैं,
राम राम बोलिये बड़ा अच्छा लगता हैं
#wednesdaythought #WednesdayMotivation #Wednesdayvibe #Wednesday #GoodMorningTwitterWorld 
#RailApprenticeMannKiBaat #railapprenticeasking4justice #IndianRailways #railway",2020
166,I was travelling in train number 02888 on 15-16 dec in 3AC but was a bad experience toilet .....oh god me nahi jata andar what to say after paying 2100 rs +cgst +sgst = nothing except a seat to fit yur ass #dirtyindiantraintoilet #IndianRailways #SwachhBharat #covid #bhagvan #ind,2020
167,"देश में सब कुछ चल रहा है तो #IndianRailways क्यों नहीं
Loss में दिखाकर बेचने का प्लान है क्या? #AirIndia कि तरह",2020
168,"Amazes me is that in the era of Social Distancing,#IndianRailways has not been able to overwrite their own software to create the same. Coaches are either full or absolutely empty in trains like Shatabdi,every day.#PiyushGoyal #indianrail #SocialDistance #wecandothis #sambhaalo",2020
169,"It was ‘A first of its kind #MakeinIndia challenge’ that delivered a technological breakthrough for the country: Alain Spohr, MD, #Alstom spoke to 
@epcworldpvtltd
 about the company's role in accelerating #IndianRailways' modernisation mission.",2020
170,"നാട്ടിൽ ഇല്ലാത്തതു കൊണ്ട് ആരും വോട്ടു ചോയ്ക്കാൻ വന്നില്ല, ചെയ്യാൻ ഉദ്ദേശിച്ചവർ ഫോൺ പോലും വിളിച്ചില്ല.. ചെലര് പട്ടികയിൽ നിന്നും നൈസ് ആയിട്ടു പേരും വെട്ടി.. എന്നാലും ഞാൻ പോയി വോട്ടു ചെയ്യും,,,ജനശദാബ്ദി ടൈമിനു വരുമായിരിക്കും... 
#Keralaelection 
#calicut
#IndianRailways",2020
171,"#IndianRailways #northcentralrailways #PiyushGoyal there is a passenger in 02276 hamsafar express S4 seat number 33.he is not feeling well and issue related to breathing. Plz help.. !
He has symptoms of corona and he is suffering.",2020
172,Please Activate UTS app. #IndianRailways,2020
173,"I Have to reach nagpur by train so booked for Nagpur-Mumbai Duranto exp. First AC, a cabin beside ours is sanitized by railway staff, but not our we asked the staff their reply 'सिर्फ स्टाफ के लिए है' only for staff....
#IndianRailways 
#PiyushGoyal
PNR-8806583701",2020
174,"#Diwali brings peace and joy in people's lives. Indian Railways' thousands of ALPs are waiting for their joining for 1 year now. 
@PiyushGoyal
 Ji, give them a gift of their joining letter this Diwali. 

#ALP_ki_kali_diwali 
@PiyushGoyalOffc
 @RailMinIndia
 #Railways #IndianRailways",2020
175,"Though it seems scientific to use UTS app for purchasing local train tickets,but #IndianRailways fails to deliver the technology to do the same when some local trains in some regions are at service.Hope it will be addressed soon 
@PMOIndia
 @PiyushGoyalOffc
 @PiyushGoyal",2020
176,"#piyushgoyal #IndianRailways, lot of noise on A1 Coach of train 09609. There is no one to attend. Please help.",2020
177,"India's longest Rail cum Road bridge is bogibeel bridge constructed over the Brahmaputra River in Assam.

#QnA #IndianRailways",2020
178,"#IndianRailways #piyushgoyal 

Hello Team
Indian railway,
 I am travelling from Anand Vihar to JMP from BGP Festival special , my PNR no is -2759768705 ,the coach is full of dirt and mess up and there is no cleaner and attainder in coach and the bathroom and toilet dirtycan’t use",2020
179,"स्पेशल ट्रेनों के नाम पर दुगना भाड़ा 
रेलयात्रा पर देना होगा दुगना पैसा
#IndianRailways",2020
180,"Stop adds from #IRTC and #NTES apps vulgar naked hotels google add. Is this Indian Cultures by #IndianRailways? 
@PiyushGoyalOffc
 @PiyushGoyal
 @IRCTCofficial
 @ABPNews
 @PrakashJavdekar
 @sureshpprabhu
 @ndtv
 @EasternRailway
 @Central_Railway
 @ArvindKejriwal
 @RahulGandhi
 @PIB_India",2020
181,"There's a new sense of working in Indian railways. Clean stations, proper checking, reservations taking care of social distancing, etc. Some good change happening around slowly. 

#IndianRailways ",2020
182,"Bdw when busses, auto's and planes.. every mode of transport is running fine then why restrictions on railways.. we could have elections and rallies but vendors cannot sell food over the platforms.. ?? 

Won't this will drain the railway revenue?

#IndianRailways",2020
183,"Only women permitted to travel in local trains during the allotted time over Mumbai Metropolitan region. No children are allowed to travel in local trains. RPF to be deputed at each entry gate to restrict the entry of children: Western Railway
#Mumbai #IndianRailways",2020
184,"Dear #IndianRailways & #GravityGoyal 

SHAME On You  

#FarmersProtest #Punjab on brink of Blackout  

Putt Punjab aa , La lo zorr  ... Add gye so Add gye ",2020
185,"#IndianRailways #railways 
@PiyushGoyal
 @PiyushGoyalOffc
 @RailMinIndia
 @indianrailway__
 @IRCTCofficial
 
The D2 coach of train kaifiyat (02225) is very dirty and smells bad.
#kaifiyat",2020
186,"Lalbagh express today 25th Nov 2020.. difficult time due to #NivarCycloneUpdate #Nivar
Train started 1605hrs instead STD1535hrs.. now changed route to Beach station instead of Perumbar due to heavy rain covered tracks in normal route..  
#IndianRailways",2020
187,"In the largest #Customer #databreach of its kind, the #Govt of #India has #Illegally and #Unlawfully used customer data available with #IndianRailways 
@IRCTCofficial
 to send out #PoliticalMessage, 
@nasscom
 In any other country it would have brought the Govt down not so in #India.",2020
188,"Can't change boarding point for an online ticket from 23.50, customer care says system is updating try after 00.30 midnight. I this this could be resolved, we are Technology nation. #piyushgoyal #IRCTC #IndianRailways #IndianRailway #indianrail",2020
189,"जब Lockdown कहीं नहीं है फिर रेल सेवा क्यों बंध कर के रखे हो  ? 
कहीं ऐसा तो नहीं भारतीय रेलवे अब भारतीय अडानी रेलवे बन चुका है ????  

#indianrailways
#रेल_सेवा_शुरू_करो 
@RailMinIndia
 @RailNf
 @RailwaySeva
 @gm_nfr
 @narendramodi
 @PiyushGoyal",2020
190,"Passengers kindly note Train no: 06316 Kochuveli-Mysuru Festival Special Express extended upto 31/01/2021,
Train no:06315 Mysuru-Kochuveli Festival Special Express extended upto
01/02/2021
Follow covid norms of State/Central Government while travelling

#IndianRailways 
@SWRRLY",2020
191,"When will Yoga express(19031) from Ahmedabad to Haridwar will start again ? Any plans to start this train for kumbh mela at Haridwar in 2021 ? Pls update 
@drmadiwr
 @RailMinIndia
 @WesternRly
 @PiyushGoyal
 @PMOIndia
 @IRCTCofficial
 #indianrailways #india 
@SpokespersonIR",2020
192,"भारत के सभी रेलवे स्टेशनों पर जल्द ही 'कुल्हड़' में फिर से चाय का आनंद ले सकेंगे. 

#IndianRailways 
@PiyushGoyal",2020
193,"पंजाब: कृषि कानूनों के खिलाफ प्रदर्शन की वजह से रेलवे को 1200 करोड़ का घाटा
#FarmersProtest #IndianRailways",2020
194,"Travelling Pune-YPR, 3A by #IndianRailways today. Thread reporting what I'm seeing, from #COVID19 PoV.

Scanning at Pune Station entry - thermal/otherwise: NA (machines in place, staff waves you through)

(1/n)",2020
195,"You will be able to enjoy Kulahd tea again at the railway station.
@PiyushGoyal
 
#IndianRailways",2020
196,"By when should we expect the train no 22846 (Hatia to Pune) to run ? 
Its high time that other trains should be given their normal schedule. #IndianRailways
@RailMinIndia",2020
197,"कोरोना काल में लग्जरी ट्रेन पर भी संकट आ गया है। देश की पहली कॉरपोरेट ट्रेन तेजस एक्सप्रेस यात्रियों की कमी की वजह से बंद हो रही है।

#IndianRailways । #TejasExpress",2020
198,"Train Number:-02570 Humsafar COVID Special is anyone travelling by this train?? if yes pls DM me I need to contact my family member it’s urgent.. #indianrailways #railway 
@RailwaySeva
 @IRCTCofficial
 #railenquiry",2020
199,"#IndianRailways
Dehradun jan shatabdi stranded 
@Muzzafarnagar
 railway station for over 3 hours & NO information from Rail Staff.
#piyushgoyal #arpitamookerjea
#
#womentraveling along are at risk, 
No care taken.",2020
200,"औद्योगिक रूप से पीछे रह गए पूर्वी भारत को ये फ्रेट कॉरिडोर नई उर्जा देने वाला है। इसका करीब 60 प्रतिशत हिस्सा यूपी में है। इसलिए यूपी के हर छोटे बड़े उद्योग को इससे लाभ होगा : प्रधानमंत्री 
@narendramodi
 #VikasKaRailCorridor #IndianRailways",2020
